geneNames	start	end	chr	entrezgene
ENSG00000257342	RP11-571M6.7	58087915	58115293	12	NA
ENSG00000257499	RP11-571M6.8	58117544	58119448	12	NA
ENSG00000135439	AGAP2	58118980	58135940	12	116986
ENSG00000135452	TSPAN31	58131796	58143994	12	6302
ENSG00000135446	CDK4	58141510	58149796	12	1019
ENSG00000139266	MARCH9	58148881	58154190	12	92979
ENSG00000111012	CYP27B1	58156117	58162769	12	1594
ENSG00000037897	METTL1	58162254	58166576	12	4234
ENSG00000123427	METTL21B	58165275	58176324	12	25895
ENSG00000123297	TSFM	58176372	58201854	12	10102
ENSG00000135407	AVIL	58191159	58212487	12	10677
ENSG00000270039	RP11-571M6.17	58197621	58198198	12	NA
ENSG00000269903	RP11-571M6.18	58208277	58208709	12	NA
ENSG00000175215	CTDSP2	58213710	58240522	12	10106
ENSG00000257953	RP11-620J15.1	58230875	58236528	12	NA
ENSG00000245651	RP11-620J15.2	58263618	58290265	12	NA
ENSG00000257698	RP11-620J15.3	58325311	58329958	12	100506844
ENSG00000166896	XRCC6BP1	58335324	58351052	12	91419
ENSG00000258231	RP11-362K2.2	58937907	59206842	12	100506869
ENSG00000257259	RP11-767I20.1	58959743	59175529	12	101927653
ENSG00000139263	LRIG3	59265931	59314303	12	121227
ENSG00000118596	SLC16A7	59989848	60176395	12	9194
ENSG00000198673	FAM19A2	62102040	62672931	12	338811
ENSG00000135655	USP15	62654119	62811211	12	9958
ENSG00000061987	MON2	62860597	62991363	12	23041
ENSG00000221949	C12orf61	62995531	62997214	12	283416
ENSG00000257354	RP11-631N16.2	62996532	63007855	12	NA
ENSG00000111110	PPM1H	63037762	63328817	12	57460
ENSG00000139239	RPL14P1	63359095	63359764	12	NA
ENSG00000250517	LDHAL6CP	63397333	63400682	12	NA
ENSG00000166148	AVPR1A	63539014	63544722	12	552
ENSG00000258117	RP11-1022B3.1	63686409	63753817	12	NA
ENSG00000177990	DPY19L2	63952693	64062719	12	283417
ENSG00000118600	TMEM5	64173583	64203338	12	10329
ENSG00000255850	TMEM5-AS1	64202625	64215936	12	104169670
ENSG00000196935	SRGAP1	64238073	64541613	12	57522
ENSG00000255886	RP11-196H14.2	64432342	64491398	12	NA
ENSG00000255817	RP11-196H14.4	64502543	64514269	12	NA
ENSG00000255629	RP11-196H14.3	64540168	64541637	12	NA
ENSG00000174206	C12orf66	64580096	64616076	12	144577
ENSG00000243024	RPS11P6	64616117	64790845	12	NA
ENSG00000185306	C12orf56	64660217	64784972	12	115749
ENSG00000184575	XPOT	64798130	64844907	12	11260
ENSG00000183735	TBK1	64845660	64895888	12	29110
ENSG00000153179	RASSF3	65004293	65091347	12	283349
ENSG00000135677	GNS	65107225	65153227	12	2799
ENSG00000111490	TBC1D30	65174589	65274812	12	23329
ENSG00000255693	RP11-766N7.3	65277174	65371302	12	400046
ENSG00000156076	WIF1	65444406	65515346	12	11197
ENSG00000174106	LEMD3	65563351	65642107	12	23592
ENSG00000174099	MSRB3	65672423	65882024	12	253827
ENSG00000250748	RP11-230G5.2	65860600	66036152	12	100507065
ENSG00000256268	RP11-221N13.3	65996649	66006777	12	105369807
ENSG00000241749	RPSAP52	66151800	66220754	12	204010
ENSG00000149948	HMGA2	66217911	66360075	12	8091
ENSG00000197301	RP11-366L20.2	66245120	66275947	12	100129940
ENSG00000139233	LLPH	66516842	66524548	12	84298
ENSG00000239335	RP11-745O10.2	66524531	66528229	12	103625681
ENSG00000155957	TMBIM4	66517709	66563852	12	51643
ENSG00000090376	IRAK3	66582659	66648402	12	11213
ENSG00000225422	RBMS1P1	66627859	66629014	12	NA
ENSG00000256072	RP11-335I12.2	66645525	66651214	12	NA
ENSG00000127311	HELB	66696325	66737423	12	92797
ENSG00000155974	GRIP1	66741211	67197966	12	23426
ENSG00000257083	RP11-123O10.3	67429288	67490186	12	102724421
ENSG00000111530	CAND1	67663061	67713731	12	55832
ENSG00000256172	RP11-473M14.3	67834778	67836339	12	102724433
ENSG00000203585	RP11-542B15.1	67913609	67960906	12	100507175
ENSG00000127334	DYRK2	68042118	68059186	12	8445
ENSG00000235872	RP11-335O4.3	68052771	68064699	12	NA
ENSG00000255970	RP11-43N5.1	68102827	68123255	12	101927901
ENSG00000255772	GS1-410F4.4	68323015	68363797	12	101927922
ENSG00000255733	IFNG-AS1	68383225	68628466	12	100885789
ENSG00000236946	HNRNPA1P70	68429547	68430633	12	NA
ENSG00000111537	IFNG	68548548	68553527	12	3458
ENSG00000127318	IL22	68642022	68647387	12	50616
ENSG00000111554	MDM1	68666223	68726161	12	56890
ENSG00000251301	RP11-81H14.2	68726668	68845443	12	100507195
ENSG00000240087	RP11-254B13.1	68946775	68947662	12	NA
ENSG00000127314	RAP1B	69004619	69054372	12	5908
ENSG00000234925	RP11-254B13.3	69036299	69036773	12	NA
ENSG00000247363	RP11-637A17.2	69068151	69081535	12	100507250
ENSG00000241825	RP11-637A17.1	69078375	69080088	12	NA
ENSG00000111581	NUP107	69080514	69136785	12	57122
ENSG00000175782	SLC35E3	69139886	69187508	12	55508
ENSG00000256678	RP11-611O2.2	69198791	69199259	12	NA
ENSG00000135679	MDM2	69201956	69239214	12	4193
ENSG00000257181	RP11-611O2.5	69235068	69237017	12	NA
ENSG00000256664	RP11-611O2.3	69235726	69236164	12	NA
ENSG00000135678	CPM	69235977	69365350	12	1368
ENSG00000111605	CPSF6	69633317	69668138	12	11052
ENSG00000257818	RP11-1143G9.2	69678177	69679265	12	NA
ENSG00000090382	LYZ	69742121	69748014	12	4069
ENSG00000257764	RP11-1143G9.4	69747273	69748005	12	NA
ENSG00000127337	YEATS4	69753483	69784576	12	8089
ENSG00000166225	FRS2	69864129	69973562	12	10818
ENSG00000166226	CCT2	69979114	69995350	12	10576
ENSG00000198812	LRRC10	70002351	70004942	12	376132
ENSG00000127325	BEST3	70037140	70093256	12	144453
ENSG00000247131	RP11-588G21.2	70107413	70132348	12	101928002
ENSG00000127328	RAB3IP	70132461	70216984	12	117177
ENSG00000166268	MYRFL	70219084	70352877	12	196446
ENSG00000257815	RP11-611E13.2	70297813	70637140	12	101928062
ENSG00000257139	RP11-320P7.2	70574118	70595784	12	NA
ENSG00000257613	RP11-320P7.1	70612912	70615642	12	NA
ENSG00000111596	CNOT2	70636774	70748773	12	4848
ENSG00000135643	KCNMB4	70760056	70828072	12	27345
ENSG00000258168	RP11-588H23.3	70861860	70932859	12	105369827
ENSG00000127329	PTPRB	70910630	71031220	12	5787
ENSG00000153233	PTPRR	71031853	71314623	12	5801
ENSG00000257302	FAHD2P1	71065698	71066636	12	NA
ENSG00000127324	TSPAN8	71518865	71835678	12	7103
ENSG00000139292	LGR5	71833550	71980090	12	8549
ENSG00000257761	RP11-186F10.2	71976073	71977632	12	NA
ENSG00000133858	ZFC3H1	72003252	72061505	12	196441
ENSG00000173451	THAP2	72056789	72074419	12	83591
ENSG00000139291	TMEM19	72079867	72097836	12	55266
ENSG00000257515	RP11-498M15.1	72102951	72104154	12	NA
ENSG00000080371	RAB21	72148654	72184699	12	23011
ENSG00000257410	RP11-2H8.2	72187635	72193407	12	NA
ENSG00000121749	TBC1D15	72233487	72320629	12	64786
ENSG00000257802	MRS2P2	72243008	72244208	12	NA
ENSG00000139287	TPH2	72332626	72580398	12	121278
ENSG00000072657	TRHDE	72481046	73059422	12	29953
ENSG00000236333	TRHDE-AS1	72647288	72668687	12	283392
ENSG00000251138	RP11-81H3.2	74526946	74796315	12	100507377
ENSG00000253719	ATXN7L3B	74931551	74935223	12	552889
ENSG00000257386	RP11-56G10.2	74931925	74932413	12	NA
ENSG00000257434	RP11-81K13.1	75414749	75438573	12	NA
ENSG00000166006	KCNC2	75433857	75603648	12	3747
ENSG00000254451	RP11-560G2.1	75628520	75692288	12	100130268
ENSG00000180881	CAPS2	75669759	75784708	12	84698
ENSG00000173401	GLIPR1L1	75728419	75764340	12	256710
ENSG00000180481	GLIPR1L2	75784850	75826468	12	144321
ENSG00000139278	GLIPR1	75874460	75897633	12	11010
ENSG00000257497	RP11-585P4.5	75877904	75883600	12	NA
ENSG00000111615	KRR1	75890684	75905416	12	11103
ENSG00000258077	RP11-114H23.1	75956982	76377795	12	NA
ENSG00000258245	RP11-114H23.3	76082574	76082876	12	NA
ENSG00000258088	RP11-114H23.2	76087790	76092596	12	NA
ENSG00000139289	PHLDA1	76419227	76427712	12	22822
ENSG00000257453	RP11-290L1.3	76424274	76425158	12	NA
ENSG00000187109	NAP1L1	76438670	76478813	12	4673
ENSG00000257941	RP11-290L1.4	76451318	76451895	12	NA
ENSG00000257219	RP11-54A9.1	76653619	76698911	12	105369848
ENSG00000179941	BBS10	76738254	76742222	12	79738
ENSG00000091039	OSBPL8	76745577	76953589	12	114882
ENSG00000243071	RP11-613M5.2	77054185	77054664	12	NA
ENSG00000186908	ZDHHC17	77157368	77247476	12	23390
ENSG00000175183	CSRP2	77252495	77272840	12	1466
ENSG00000257199	RP11-669B18.1	77377859	77378449	12	NA
ENSG00000165891	E2F7	77415027	77459360	12	144455
ENSG00000231121	RP1-34H18.1	77718421	77966055	12	NA
ENSG00000257835	RP1-97G4.1	77773600	77784644	12	NA
ENSG00000258066	RP11-781A6.1	78169563	78177356	12	NA
ENSG00000067798	NAV3	78224685	78606790	12	89795
ENSG00000258220	RP11-38F22.1	78720460	78753526	12	105369860
ENSG00000258084	RP11-754N21.1	78746299	78876799	12	NA
ENSG00000067715	SYT1	79257773	79845788	12	6857
ENSG00000257894	RP1-78O14.1	79734985	79897176	12	NA
ENSG00000257474	RP11-359M6.1	79933983	79944315	12	NA
ENSG00000177425	PAWR	79968759	80084877	12	5074
ENSG00000058272	PPP1R12A	80167343	80329240	12	4659
ENSG00000258044	RP11-530C5.2	80217558	80219276	12	NA
ENSG00000257557	RP11-84G21.1	80328681	80334448	12	NA
ENSG00000165899	OTOGL	80603233	80772870	12	283310
ENSG00000139304	PTPRQ	80799774	81072802	12	374462
ENSG00000111046	MYF6	81101277	81103253	12	4618
ENSG00000111049	MYF5	81110691	81113452	12	4617
ENSG00000257741	RP11-540D4.3	81156933	81164496	12	101928420
ENSG00000111052	LIN7A	81186299	81331704	12	8825
ENSG00000111058	ACSS3	81331594	81650533	12	79611
ENSG00000258026	RP11-543H12.1	81488154	81519624	12	107984535
ENSG00000139220	PPFIA2	81652045	82153332	12	8499
ENSG00000257467	RP11-121G22.3	81664454	81706201	12	102724663
ENSG00000133773	CCDC59	82617460	82752584	12	29080
ENSG00000127720	METTL25	82752276	82873015	12	84190
ENSG00000257431	RP11-263K4.3	82906456	82909596	12	NA
ENSG00000179104	TMTC2	83080659	83528649	12	160335
ENSG00000072041	SLC6A15	85253492	85307394	12	55117
ENSG00000231738	TSPAN19	85408094	85430055	12	144448
ENSG00000133640	LRRIQ1	85430092	85657002	12	84125
ENSG00000269916	RP11-193M21.1	85657322	85658235	12	NA
ENSG00000180318	ALX1	85673885	85695562	12	8092
ENSG00000198774	RASSF9	86198331	86230348	12	9182
ENSG00000133636	NTS	86268073	86276770	12	4922
ENSG00000258178	RP11-18J9.3	86352465	86354725	12	NA
ENSG00000182050	MGAT4C	86372516	87232681	12	25834
ENSG00000258128	MKRN9P	88175940	88178345	12	400058
ENSG00000257940	RP11-248E9.6	88210263	88211608	12	NA
ENSG00000258179	RP11-248E9.7	88214431	88214695	12	NA
ENSG00000165805	C12orf50	88373816	88427814	12	160419
ENSG00000133641	C12orf29	88427623	88443937	12	91298
ENSG00000198707	CEP290	88442793	88535993	12	80184
ENSG00000257752	RP11-474L23.3	88451653	88452355	12	NA
ENSG00000139324	TMTC3	88536073	88593664	12	160418
ENSG00000049130	KITLG	88886570	88974628	12	4254
ENSG00000246363	RP11-13A1.1	89404458	89413456	12	728084
ENSG00000139318	DUSP6	89741009	89747048	12	1848
ENSG00000271327	RP11-1109F11.3	89761584	89763078	12	NA
ENSG00000271259	RP11-1109F11.5	89765597	89766136	12	NA
ENSG00000139323	POC1B	89813495	89919801	12	282809
ENSG00000270344	RP11-734K2.4	89919431	89934079	12	NA
ENSG00000258302	RP11-981P6.1	89954906	89987798	12	NA
ENSG00000070961	ATP2B1	89981828	90103077	12	490
ENSG00000257725	RP11-654D12.3	90341470	90343503	12	105369891
ENSG00000257194	RP11-567C2.1	90501516	90506556	12	NA
ENSG00000257787	RP11-20L19.1	91203053	91204457	12	NA
ENSG00000197651	CCER1	91299399	91348953	12	196477
ENSG00000196243	LINC00615	91311800	91342446	12	439916
ENSG00000083782	EPYC	91357456	91398803	12	1833
ENSG00000139330	KERA	91444268	91451760	12	11081
ENSG00000139329	LUM	91496406	91505608	12	4060
ENSG00000011465	DCN	91539025	91576900	12	1634
ENSG00000258100	RP11-121E16.1	91755973	91762383	12	NA
ENSG00000257242	C12orf79	92378756	92536690	12	256021
ENSG00000133639	BTG1	92536286	92539673	12	694
ENSG00000245904	RP11-796E2.4	92539349	92583436	12	101928617
ENSG00000205057	CLLU1OS	92813870	92821924	12	574016
ENSG00000257127	CLLU1	92815307	92824778	12	574028
ENSG00000205056	RP11-693J15.5	92860227	92885867	12	100507616
ENSG00000214215	C12orf74	93096619	93102325	12	NA
ENSG00000187510	PLEKHG7	93115281	93166231	12	338809
ENSG00000102189	EEA1	93164413	93323107	12	8411
ENSG00000257345	RP11-511B23.1	93392994	93413596	12	NA
ENSG00000257322	RP11-511B23.2	93397191	93609455	12	NA
ENSG00000257746	RP11-202G11.2	93484298	93501376	12	NA
ENSG00000257210	RP11-202G11.1	93517839	93518319	12	NA
ENSG00000257512	RP11-486A14.1	93708585	93709717	12	NA
ENSG00000257252	RP11-486A14.2	93710911	93771512	12	NA
ENSG00000173598	NUDT4	93771659	93797024	12	11163
ENSG00000177889	UBE2N	93799449	93836038	12	7334
ENSG00000198015	MRPL42	93861264	93897545	12	28977
ENSG00000243015	RN7SL737P	93903263	93903544	12	NA
ENSG00000246985	SOCS2-AS1	93936239	93965544	12	144481
ENSG00000120833	SOCS2	93963590	93977263	12	8835
ENSG00000186076	RP11-887P2.3	94034598	94035362	12	NA
ENSG00000169372	CRADD	94071151	94288616	12	8738
ENSG00000258274	RP11-887P2.5	94101567	94131599	12	101928731
ENSG00000257283	RP11-1060G2.1	94288741	94337379	12	105369911
ENSG00000271382	RP11-1060G2.2	94338817	94341589	12	NA
ENSG00000136040	PLXNC1	94542499	94701451	12	10154
ENSG00000258035	RP11-74K11.2	94561782	94579820	12	NA
ENSG00000258365	RP11-1105G2.3	94671534	94676620	12	NA
ENSG00000173588	CCDC41	94700225	94853764	12	51134
ENSG00000213250	RBMS2P1	94817520	94818745	12	NA
ENSG00000236349	SUCLG2P2	94942017	94943312	12	NA
ENSG00000057704	TMCC3	94960900	95044338	12	57458
ENSG00000184752	NDUFA12	95290831	95397546	12	55967
ENSG00000120798	NR2C1	95414005	95467479	12	7181
ENSG00000180263	FGD6	95470525	95611258	12	55785
ENSG00000028203	VEZT	95611522	95696566	12	55591
ENSG00000257943	RP11-167N24.3	95801711	95830604	12	NA
ENSG00000241556	RP11-490G8.1	95861173	95861637	12	NA
ENSG00000111142	METAP2	95867296	95909615	12	10988
ENSG00000136014	USP44	95910336	95945266	12	84101
ENSG00000257150	PGAM1P5	96043031	96067775	12	100132594
ENSG00000074527	NTN4	96051583	96184930	12	59277
ENSG00000258343	RP11-536G4.2	96189123	96252617	12	105369921
ENSG00000139343	SNRPF	96252706	96297606	12	6636
ENSG00000165972	CCDC38	96260826	96336752	12	120935
ENSG00000139344	AMDHD1	96337071	96362370	12	144193
ENSG00000084110	HAL	96366440	96390143	12	3034
ENSG00000257878	RP11-256L6.3	96390299	96405267	12	NA
ENSG00000111144	LTA4H	96394606	96437298	12	4048
ENSG00000257715	RP11-256L6.2	96419101	96421749	12	NA
ENSG00000111145	ELK3	96588160	96663613	12	2004
ENSG00000258177	RP11-394J1.2	96616575	96617751	12	NA
ENSG00000059758	CDK17	96672039	96794338	12	5128
ENSG00000188596	C12orf55	96883349	97269333	12	144535
ENSG00000139350	NEDD1	97301001	97347129	12	121441
ENSG00000255794	RMST	97825431	97958813	12	196475
ENSG00000257501	RP11-1016B18.1	98107190	98155637	12	643711
ENSG00000227825	SLC9A7P1	98847613	98850923	12	121456
ENSG00000245017	RP11-181C3.1	98879322	98897633	12	643770
ENSG00000257167	TMPO-AS1	98906751	98910200	12	100128191
ENSG00000120802	TMPO	98909290	98944157	12	7112
ENSG00000075415	SLC25A3	98987369	98995946	12	5250
ENSG00000212443	SNORA53	98993413	98993661	12	677832
ENSG00000166130	IKBIP	99007183	99038891	12	121457
ENSG00000120868	APAF1	99038919	99129204	12	317
ENSG00000185046	ANKS1B	99120235	100378432	12	56899
ENSG00000180219	FAM71C	100041531	100043824	12	196472
ENSG00000111647	UHRF1BP1L	100422233	100536626	12	23074
ENSG00000257696	RP11-175P13.2	100536836	100538449	12	NA
ENSG00000238105	GOLGA2B	100550135	100567437	12	55592
ENSG00000257489	RP11-175P13.3	100566974	100593561	12	NA
ENSG00000075089	ACTR6	100592900	100635643	12	64431
ENSG00000166153	DEPDC4	100597447	100660857	12	120863
ENSG00000136021	SCYL2	100660918	100735502	12	55681
ENSG00000179520	SLC17A8	100750857	100815837	12	246213
ENSG00000012504	NR1H4	100867486	100958191	12	9971
ENSG00000139354	GAS2L3	100967461	101022064	12	283431
ENSG00000257803	RP11-575G13.2	100972522	100973975	12	NA
ENSG00000151572	ANO4	101111304	101522419	12	121601
ENSG00000256870	SLC5A8	101549271	101604185	12	160728
ENSG00000120800	UTP20	101673887	101780394	12	27340
ENSG00000120805	ARL1	101786898	101801598	12	400
ENSG00000166211	SPIC	101869199	101880775	12	121599
ENSG00000196091	MYBPC1	101962131	102079796	12	4604
ENSG00000257514	RP11-755O11.2	102040498	102053748	12	105369937
ENSG00000111666	CHPT1	102090725	102137918	12	56994
ENSG00000139351	SYCP3	102122426	102133250	12	50511
ENSG00000111670	GNPTAB	102139275	102224716	12	79158
ENSG00000258230	RP11-511H9.3	102166892	102167533	12	NA
ENSG00000136048	DRAM1	102271129	102405908	12	55332
ENSG00000258308	RP11-554E23.2	102348776	102356168	12	NA
ENSG00000120860	CCDC53	102406705	102455927	12	51019
ENSG00000075188	NUP37	102467967	102513902	12	79023
ENSG00000185480	PARPBP	102513956	102591298	12	55010
ENSG00000183395	PMCH	102590237	102591623	12	5367
ENSG00000017427	IGF1	102789645	102874423	12	3479
ENSG00000258169	LINC00485	103203058	103218177	12	283432
ENSG00000171759	PAH	103230663	103352188	12	5053
ENSG00000139352	ASCL1	103351464	103354294	12	429
ENSG00000257860	RP11-552I14.1	103545620	103562087	12	101929058
ENSG00000179088	C12orf42	103631369	103889749	12	374470
ENSG00000257762	RP11-626I20.3	103941572	103953593	12	101929084
ENSG00000136011	STAB2	103981051	104160505	12	55576
ENSG00000257766	RP11-341G23.3	104062353	104063184	12	NA
ENSG00000257681	RP11-341G23.4	104140093	104162636	12	NA
ENSG00000111696	NT5DC3	104164231	104234975	12	51559
ENSG00000257327	RP11-650K20.3	104235229	104238442	12	NA
ENSG00000214198	RP11-642P15.1	104237527	104323989	12	253724
ENSG00000166598	HSP90B1	104323885	104347423	12	7184
ENSG00000265072	MIR3652	104324203	104324333	12	NA
ENSG00000204954	C12orf73	104343980	104359486	12	728568
ENSG00000139372	TDG	104359582	104382652	12	6996
ENSG00000120820	GLT8D2	104382762	104457961	12	83468
ENSG00000216285	RP11-490H24.5	104424557	104425321	12	NA
ENSG00000111727	HCFC2	104458235	104498639	12	29915
ENSG00000120837	NFYB	104510855	104532067	12	4801
ENSG00000198431	TXNRD1	104609557	104744061	12	7296
ENSG00000257732	RP11-818F20.5	104656092	104674500	12	NA
ENSG00000213442	RPL18AP3	104659056	104659669	12	NA
ENSG00000255150	EID3	104697517	104698980	12	493861
ENSG00000171310	CHST11	104849073	105155792	12	50515
ENSG00000136052	SLC41A2	105196331	105352522	12	84102
ENSG00000151131	C12orf45	105380088	105443515	12	121053
ENSG00000136010	ALDH1L2	105413568	105478355	12	160428
ENSG00000257886	RP11-61E11.1	105466264	105467799	12	NA
ENSG00000257999	RP11-61E11.2	105496250	105500957	12	414300
ENSG00000136051	KIAA1033	105501102	105562912	12	23325
ENSG00000136044	APPL2	105567074	105630016	12	55198
ENSG00000235162	C12orf75	105629068	105789875	12	387882
ENSG00000257642	RP11-474B16.1	105698645	105720795	12	105369954
ENSG00000257859	RP11-266E14.1	106097981	106137840	12	101929110
ENSG00000257773	ST13P3	106409675	106410784	12	NA
ENSG00000074590	NUAK1	106457118	106533811	12	9891
ENSG00000257438	RP11-114F10.3	106496941	106499943	12	NA
ENSG00000136026	CKAP4	106631655	106698057	12	10970
ENSG00000166046	TCP11L2	106695707	106740793	12	255394
ENSG00000013503	POLR3B	106751436	106903976	12	55703
ENSG00000111783	RFX4	106976685	107156581	12	5992
ENSG00000257711	RP11-482D24.2	107074536	107078478	12	100505978
ENSG00000257918	RP11-482D24.3	107108702	107126844	12	NA
ENSG00000111785	RIC8B	107168373	107283090	12	55188
ENSG00000260329	RP11-412D9.4	107347807	107349275	12	NA
ENSG00000151135	C12orf23	107349497	107372556	12	90488
ENSG00000120832	MTERFD3	107371069	107380944	12	80298
ENSG00000008405	CRY1	107385142	107487607	12	1407
ENSG00000151136	BTBD11	107712190	108053419	12	121551
ENSG00000257579	RP11-128P10.1	108003811	108011498	12	NA
ENSG00000136045	PWP1	108079509	108106944	12	11137
ENSG00000110851	PRDM4	108126643	108155049	12	11108
ENSG00000258136	RP11-864J10.4	108130332	108153745	12	101929162
ENSG00000187855	ASCL4	108168162	108170421	12	121549
ENSG00000257141	RP11-554D14.7	108226635	108228807	12	NA
ENSG00000257398	RP11-554D14.6	108233068	108258339	12	NA
ENSG00000258072	RP11-554D14.2	108297047	108297725	12	NA
ENSG00000257129	RP11-554D14.1	108304180	108306397	12	NA
ENSG00000075035	WSCD2	108523248	108644314	12	9671
ENSG00000174600	CMKLR1	108681821	108733118	12	1240
ENSG00000247213	RP11-13G14.4	108827907	108886362	12	102723562
ENSG00000198855	FICD	108908962	108919614	12	11153
ENSG00000075856	SART3	108916357	108955176	12	9733
ENSG00000136003	ISCU	108956358	108963160	12	23479
ENSG00000183160	TMEM119	108983622	108992096	12	338773
ENSG00000110876	SELPLG	109015686	109027735	12	6404
ENSG00000257221	RP11-689B22.2	109022463	109035094	12	NA
ENSG00000110880	CORO1C	109038885	109125372	12	23603
ENSG00000084112	SSH1	109176466	109251366	12	54434
ENSG00000110887	DAO	109252708	109294819	12	1610
ENSG00000260987	RP11-423G4.7	109301517	109303778	12	NA
ENSG00000166111	SVOP	109304658	109459045	12	55530
ENSG00000135093	USP30	109460894	109525831	12	84749
ENSG00000256262	USP30-AS1	109490155	109491757	12	100131733
ENSG00000189046	ALKBH2	109525996	109531436	12	121642
ENSG00000076248	UNG	109535379	109548797	12	7374
ENSG00000256139	RP11-968O1.5	109549023	109563399	12	NA
ENSG00000076555	ACACB	109554400	109706031	12	32
ENSG00000139445	FOXN4	109715784	109747025	12	121643
ENSG00000174527	MYO1H	109785708	109893328	12	283446
ENSG00000256560	RP11-256L11.1	109791888	109797293	12	101928138
ENSG00000255655	RP11-256L11.3	109883215	109885302	12	NA
ENSG00000110906	KCTD10	109886461	109915349	12	83892
ENSG00000151148	UBE3B	109915207	109974507	12	89910
ENSG00000139428	MMAB	109991542	110011679	12	326625
ENSG00000110921	MVK	110011060	110035067	12	4598
ENSG00000139438	FAM222A	110152033	110208312	12	84915
ENSG00000255650	FAM222A-AS1	110171971	110211313	12	84983
ENSG00000111199	TRPV4	110220890	110271212	12	59341
ENSG00000139433	GLTP	110288748	110318293	12	51228
ENSG00000249094	RP1-7G5.6	110318481	110326272	12	NA
ENSG00000139437	TCHP	110338069	110421646	12	84260
ENSG00000139436	GIT2	110367607	110434194	12	9815
ENSG00000076513	ANKRD13A	110436991	110477568	12	88455
ENSG00000174456	C12orf76	110465872	110511491	12	400073
ENSG00000122970	IFT81	110562140	110656602	12	28981
ENSG00000174437	ATP2A2	110718561	110788898	12	488
ENSG00000196510	ANAPC7	110810705	110841535	12	51434
ENSG00000111229	ARPC3	110872630	110888227	12	10094
ENSG00000111231	GPN3	110890289	110907073	12	51184
ENSG00000204856	FAM216A	110906169	110928190	12	29902
ENSG00000111237	VPS29	110928902	110939922	12	51699
ENSG00000151164	RAD9B	110939460	110969891	12	144715
ENSG00000196850	PPTC7	110969120	111021125	12	160760
ENSG00000204852	TCTN1	111051832	111087235	12	79600
ENSG00000122986	HVCN1	111065646	111142755	12	84329
ENSG00000186298	PPP1CC	111157485	111180744	12	5501
ENSG00000173093	CCDC63	111284573	111345339	12	160762
ENSG00000111245	MYL2	111348623	111358526	12	4633
ENSG00000185847	RP1-46F2.2	111374389	111396012	12	100131138
ENSG00000258240	RP1-46F2.3	111389487	111395616	12	105369980
ENSG00000111249	CUX2	111471828	111788358	12	23316
ENSG00000198324	FAM109A	111798455	111806925	12	144717
ENSG00000257595	RP3-473L9.4	111807086	111841114	12	105369984
ENSG00000111252	SH2B3	111843752	111889427	12	10019
ENSG00000204842	ATXN2	111890018	112037480	12	6311
ENSG00000258099	RP11-686G8.2	112037302	112038060	12	NA
ENSG00000089234	BRAP	112079950	112123790	12	8315
ENSG00000111271	ACAD10	112123857	112194903	12	80724
ENSG00000111275	ALDH2	112204691	112247782	12	217
ENSG00000257877	RP3-462E2.3	112250597	112251224	12	NA
ENSG00000234608	MAPKAPK5-AS1	112277571	112280706	12	51275
ENSG00000248594	AC003029.1	112277571	112279211	12	NA
ENSG00000089022	MAPKAPK5	112279782	112334343	12	8550
ENSG00000270018	RP3-462E2.5	112335140	112335710	12	NA
ENSG00000229186	ADAM1A	112337067	112340042	12	8759
ENSG00000226469	ADAM1B	112364822	112366821	12	NA
ENSG00000198270	TMEM116	112369086	112450970	12	89894
ENSG00000089248	ERP29	112451120	112461255	12	10961
ENSG00000111300	NAA25	112464500	112546826	12	80018
ENSG00000135148	TRAFD1	112563305	112591407	12	10906
ENSG00000173064	HECTD4	112597992	112819896	12	283450
ENSG00000257494	RP3-521E19.2	112694604	112696895	12	NA
ENSG00000089009	RPL6	112842994	112856642	12	6128
ENSG00000179295	PTPN11	112856155	112947717	12	5781
ENSG00000089169	RPH3A	113008184	113336686	12	22895
ENSG00000089127	OAS1	113344582	113369990	12	4938
ENSG00000257452	RP1-71H24.1	113345433	113455556	12	NA
ENSG00000111331	OAS3	113376157	113411054	12	4940
ENSG00000111335	OAS2	113416200	113449528	12	4939
ENSG00000135144	DTX1	113494514	113535833	12	1840
ENSG00000111344	RASAL1	113536624	113574044	12	8437
ENSG00000186710	CCDC42B	113587663	113597081	12	387885
ENSG00000233796	AC089999.1	113596556	113596917	12	NA
ENSG00000123064	DDX54	113594979	113623284	12	79039
ENSG00000139405	C12orf52	113623331	113630173	12	84934
ENSG00000166578	IQCD	113633246	113658899	12	115811
ENSG00000186815	TPCN1	113658855	113736390	12	53373
ENSG00000089060	SLC8B1	113736564	113797298	12	80024
ENSG00000151176	PLBD2	113796371	113827203	12	196463
ENSG00000135094	SDS	113830250	113864106	12	10993
ENSG00000139410	SDSL	113860042	113876081	12	113675
ENSG00000089116	LHX5	113899839	113910085	12	64211
ENSG00000257935	RP11-82C23.2	113909808	113918429	12	104355219
ENSG00000249550	RP11-438N16.1	114117264	114211488	12	100506465
ENSG00000122965	RBM19	114254543	114404176	12	9904
ENSG00000257359	RP11-780K2.1	114370374	114375060	12	NA
ENSG00000257603	RP11-100F15.1	114514938	114517707	12	NA
ENSG00000257997	RP11-100F15.2	114518186	114551294	12	NA
ENSG00000257476	RP11-139B1.1	114676775	114679575	12	NA
ENSG00000089225	TBX5	114791736	114846247	12	6910
